show_id,name,type,language,genres,status,runtime,average_runtime,premiered,ended,official_site,rating_average,network_name,country_name,country_code,summary,premiere_year,premiere_month,is_ended,show_age,genre_count,summary_word_count,summary_character_count,sentence_count,average_sentence_length,average_word_length,summary_keywords,sentiment_score,sentiment_label,summary_topic,rating_category,content_cluster,episode_count,episode_count_category,pca_component_1,pca_component_2
86,Stalker,Scripted,English,"Crime, Thriller",Ended,60.0,60.0,2014-10-01,2015-05-18,Not Available,7.5,CBS,United States,US,"Stalker is a psychological thriller about detectives who investigate stalking incidents - including voyeurism, cyber harassment and romantic fixation - for the Threat Assessment Unit of the LAPD. Det. Jack Larsen is a recent transfer to the Unit from New York City's homicide division, whose confidence, strong personality and questionable behavior has landed him in trouble before - but whose past behavior may also prove valuable in his new job. His boss, Lt. Beth Davis, is strong, focused and an expert in the field, driven by her traumatic personal experience as a victim. With the rest of their team, young but eager Det. Ben Caldwell and deceptively smart Det. Janice Lawrence Larsen and Davis assess the threat level of cases and respond before the stalking and intimidation spirals out of control, all while trying to keep their personal obsessions at bay.",2014,10,True,12,2,141,865,8,17.62,5.06,"davis, behavior, larsen, whose, unit",0.02857864357864358,Neutral,2,High,2,20,Medium,1.829399325175842,-0.5535271491224646
87,The Bridge,Scripted,English,"Drama, Crime, Thriller",Ended,60.0,60.0,2013-07-10,2014-10-01,Not Available,7.5,FX,United States,US,"When the body of a cartel member is found on US soil, Sonya Cross from El Paso PD and her Mexican counterpart, Marco Ruiz must work together to solve the case.A present-day crime thriller exploring the tensions on the US-Mexico border. When an American judge known for her anti-immigration views is found dead on the bridge connecting El Paso and Juarez, Sonya Cross from El Paso PD must work with her Mexican counterpart from Chihuahua State Police, Marco Ruiz, to catch a serial killer operating on both sides of the border. Marco understands the slippery politics of Mexican law enforcement, and while his police force slowly succumbs to the pressures and demands of the cartel, he's one of the last good men in the department. He's charming but will do whatever it takes to get what he needs -- which doesn't sit well with Sonya, who has Asperger's and strictly follows rules and protocol. The case quickly pulls them into a string of murders on the border, a scene already consumed by illegal immigration, drug trafficking, violence, and prostitution.",2013,7,True,13,3,179,1056,6,30.0,4.58,"border, sonya, paso, mexican, marco",0.0564102564102564,Positive,2,High,2,26,Medium,2.7026327236636134,-0.8919861833841899
88,Reign,Scripted,English,"Drama, Romance, History",Ended,60.0,60.0,2013-10-17,2017-06-16,Not Available,7.6,The CW,United States,US,"Hidden between the lines of the history books is the story of Mary Stuart, the young woman the world would come to know as Mary, Queen of Scots. Queen of Scotland since she was six days old, the teenage Mary is already a headstrong monarch - beautiful, passionate, and poised at the very beginning of her tumultuous rise to power. Arriving in France with four close friends as her ladies-in-waiting, Mary has been sent to secure Scotland's strategic alliance by formalizing her arranged engagement to the French king's dashing son, Prince Francis. But the match isn't signed and sealed, it depends more on politics, religion and secret agendas than affairs of the heart. With danger and sexual intrigue around every dark castle corner, Mary rallies her ladies-in-waiting and steels herself, ready to rule the new land and balance the demands of her country and her heart.",2013,10,True,13,3,146,871,5,29.2,4.62,"mary, heart, queen, waiting, ladies",0.147979797979798,Positive,3,High,2,78,Long,2.0115794865198287,-0.37005389639611114
89,Unforgettable,Scripted,English,"Drama, Crime",Ended,60.0,60.0,2011-09-20,2016-01-22,http://www.aetv.com/unforgettable,7.5,A&E,United States,US,"Unforgettable follows Carrie Wells, an enigmatic former police detective with a rare condition that makes her memory so flawless that every place, every conversation, every moment of joy and every heartbreak is forever embedded in her mind. It's not just that she doesn't forget anything - she can't; except for one thing: the details that would help solve her sister's long-ago murder. Carrie has tried to put her past behind her, but she's unexpectedly reunited with her ex-boyfriend and partner, NYPD Detective Al Burns when she consults on a homicide case.",2011,9,True,15,2,91,560,3,30.33,4.66,"every, carrie, detective, unforgettable, details",0.27222222222222225,Positive,2,High,2,61,Long,0.6917109055453743,0.286910639416803
90,Haven,Scripted,English,"Drama, Crime, Supernatural",Ended,60.0,60.0,2010-07-09,2015-12-17,http://www.syfy.com/haven,8.0,Syfy,United States,US,"When FBI Special Agent Audrey Parker is dispatched to the small town of Haven, Maine, on a routine case, she soon finds herself increasingly involved in the return of ""The Troubles"", a plague of supernatural afflictions that have occurred in the town at least twice before. With an openness to the possibility of the paranormal, she also finds a more personal link in Haven that may lead her to the mother she has never known.She and her partner, police detective Nathan Wuornos, find themselves frequently facing problems caused by both the effects of the Troubles, as well as the activities of town folk who take more drastic measures against those who are Troubled.",2010,7,True,16,3,113,668,3,38.0,4.76,"town, troubles, haven, finds, special",0.06375661375661378,Positive,2,High,2,78,Long,1.282260373535795,0.25989631360479387
91,Bad Judge,Scripted,English,"Comedy, Family",Ended,30.0,30.0,2014-10-02,2015-01-22,Not Available,7.4,NBC,United States,US,"No excuses, no apologies, no compromises. Wild child Rebecca Wright knows how to have a good time, but she also happens to be one of L.A.'s toughest and most respected criminal court judges. She has a reputation for unorthodox behavior in the courtroom, including creative rulings and saying exactly what's on her mind. Her private life, on the other hand, is anything but innocent. She parties too much and rocks out on the drums in a band with her best friend, Jenny. While there's no shortage of male admirers who would love to spend time with her, she's not ready to settle down... except when an 8-year-old boy - whose parents were put in jail by Rebecca - needs her help. He may, in fact, be the one thing that starts to tame this Bad Judge.",2014,10,True,12,2,136,747,10,13.8,4.15,"time, rebecca, excuses, would, admirers",0.13626543209876543,Positive,4,High,0,13,Medium,0.19577385173054138,-2.2561713999433284
92,A to Z,Scripted,English,"Comedy, Romance",Ended,30.0,30.0,2014-10-02,2015-01-22,Not Available,6.7,NBC,United States,US,"This is the A to Z story of Andrew and Zelda - a pair that almost wasn't - and all that happened from the day they met. Andrew has always been a secret romantic... not above crooning to Celine Dion while driving to work, with dreams of finding ""the one."" He imagines her to be just like that shimmering beauty he spotted that night in that silver dress at that concert two years ago. Zelda, having grown up with a hippie mom who believed the universe would provide for everything, rebelled into a no-nonsense practical lawyer who prefers the control of online dating. But when a computer glitch sends her a total mismatch, she's asked to come in for an interview at the Internet dating site where Andrew works, and this is where it all begins. Andrew and Zelda meet for the first time and despite their differences, sparks fly. She thinks it's chance. He thinks it's fate. After all, he's convinced she's the shimmering girl in the silver dress. Is it true love forever or just a detour in destiny?",2014,10,True,12,2,181,998,11,16.55,4.23,"andrew, zelda, just, shimmering, dating",0.1875,Positive,4,Medium,0,13,Medium,1.0582566850386004,-3.033758112579168
93,Parenthood,Scripted,English,"Drama, Comedy, Family",Ended,60.0,60.0,2010-03-02,2015-01-29,Not Available,8.0,NBC,United States,US,"Parenthood is the critically acclaimed one-hour drama inspired by the box office hit of the same name. This reimagined and updated Universal Television/Imagine Entertainment production follows the trials and tribulations of the very large, colorful and imperfect Braverman family. Sarah Braverman is a single mother with two kids - the bright but rebellious Amber who is living on her own, and sullen and sensitive Drew who returns to Berkeley this year.",2010,3,True,16,3,71,454,3,23.67,5.22,"braverman, parenthood, bright, imperfect, family",0.21190476190476193,Positive,0,High,2,103,Long,0.4519297988337659,0.8642049974611007
94,Defiance,Scripted,English,"Action, Adventure, Science-Fiction",Ended,60.0,62.0,2013-04-15,2015-08-28,Not Available,7.8,Syfy,United States,US,"Set on a future Earth, Defiance introduces players and viewers to a world where humans and aliens live together on a planet ravaged by decades of war and transformed by alien terra-forming machines. It centers on Jeb Nolan, the law-keeper in a bustling frontier boomtown that is one of the new world's few oasis of civility and inclusion. Nolan is a former Marine who fought in the alien conflict and suffered the loss of his wife and child in the war. The trauma transformed him into a lone wanderer in the wilds of this new and dangerous world.",2013,4,True,13,3,98,546,4,24.5,4.36,"nolan, alien, transformed, future, fought",-0.09898989898989899,Negative,3,High,2,38,Medium,1.017330576869452,0.4959378218799814
95,Falling Skies,Scripted,English,"Drama, Action, Science-Fiction",Ended,60.0,60.0,2011-06-19,2015-08-30,Not Available,7.7,TNT,United States,US,"The series tells the story of the aftermath of a global invasion by several races of extraterrestrials that neutralizes the world's power grid and technology, quickly destroys the combined militaries of all the world's countries, and apparently kills over 90% of the human population within a few days.",2011,6,True,15,3,48,302,1,48.0,5.04,"series, quickly, within, population, human",0.030555555555555548,Neutral,3,High,2,52,Long,-0.035003830695884884,1.154926380151202
96,Manhattan Love Story,Scripted,English,"Comedy, Romance",Ended,30.0,30.0,2014-09-30,2014-12-04,https://abc.go.com/shows/manhattan-love-story,5.4,ABC,United States,US,"Have you ever wondered what your date was thinking? This romantic comedy exposes the differences between men and women through the unfiltered thoughts, and often contradictory actions, of a new couple who have just begun dating.",2014,9,True,12,2,36,228,2,18.0,5.25,"ever, through, begun, just, couple",0.06818181818181818,Positive,4,Medium,1,11,Medium,-1.9145914937807367,-1.13943224067258
97,The Biggest Loser,Reality,English,Unknown,Ended,60.0,62.0,2004-10-19,2020-03-31,https://www.usanetwork.com/the-biggest-loser,6.0,USA Network,United States,US,"NBC's The Biggest Loser, a show known for its incredible weight loss makeovers, will reveal an exciting makeover of its own when the popular series returns on Monday, January 4 (9-11 p.m. ET) with new host Bob Harper, a new ""Temptation"" theme, an updated state-of-the-art gym, a new logo, fun format changes and a return to the popular team vs. team competition. Dolvett Quince and Jen Widerstrom return to train eight contestant teams of two, all with compelling stories. Seven teams (spouses, parent/adult child, siblings, relatives, best friends) will know each other, but one team will be two strangers - former ""Celebrity Apprentice"" contestant and the original ""Survivor"" winner, Richard Hatch, and 'The Voice' season two semi-finalist Erin Willett. Having both been in the NBC family previously, the two share the same goal as the other 14 contestants - to change their lives and get healthy. The renovated ""Biggest Loser"" gym, featuring a new interior and exterior branded with the new logo, has modernized equipment to help contestants better achieve their fitness goals, including eight high-tech monitors on the walls of each side of the gym that will track contestants' calorie burns as well as heart rates. Half of the gym will be dedicated to Team Dolvett and the other half dedicated to Team Jen. The weigh-in will be very different this season with a new look and double scales, so contestants on opposing teams can weigh-in side by side, making the weigh-in even more compelling to watch. The contestant house is also getting a whole new look for season 17.",2004,10,True,22,0,261,1574,11,23.82,4.68,"team, contestants, season, other, teams",0.22756598240469209,Positive,4,Medium,1,263,Very Long,3.646853656519416,-2.6636901046989725
98,Scandal,Scripted,English,"Drama, Thriller",Ended,60.0,60.0,2012-04-05,2018-04-19,http://abc.go.com/shows/scandal,7.8,ABC,United States,US,"Everyone has secrets… and Olivia Pope has dedicated her life to protecting and defending the public images of the nation's elite by keeping those secrets under wraps. Pope's team are at the top of their game when it comes to getting the job done for their clients, but it becomes apparent that these ""gladiators in suits"", who specialize in fixing the lives of other people, have trouble fixing those closest at hand -- their own.",2012,4,True,14,2,75,430,2,37.5,4.53,"secrets, pope, those, fixing, suits",0.06071428571428571,Positive,2,High,2,124,Long,0.303608797488587,0.6248113733167274
99,America's Next Top Model,Reality,English,Unknown,Ended,60.0,60.0,2003-05-20,2018-04-11,Not Available,5.5,VH1,United States,US,"Created by supermodel Tyra Banks, America's Next Top Model follows a group of young women of various backgrounds, shapes and sizes who live together in a loft and vie for a modeling contract. The show exposes the transformation of everyday young women into potentially fierce supermodels, with participants facing weekly tests that determine who can make the cut. With mentoring by supermodel Tyra Banks and exposure to high-profile fashion-industry gurus, the finalists compete in a highly accelerated modeling boot camp--a crash course to supermodel fame.",2003,5,True,23,0,85,557,3,28.33,5.18,"supermodel, tyra, banks, young, women",0.08848484848484849,Positive,4,Medium,1,322,Very Long,-0.12284238207938288,-0.11430207907500048
100,Blue Bloods,Scripted,English,"Drama, Crime",Ended,60.0,60.0,2010-09-24,2024-12-13,https://www.cbs.com/shows/blue_bloods/,8.1,CBS,United States,US,"Blue Bloods is a drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief. A source of pride and concern for Frank is his eldest son Danny, a seasoned detective, family man and Iraq War vet who on occasion uses dubious tactics to solve cases with his loyal and tough partner, Detective Jackie Curatola. The Reagan women in the family include Erin, a N.Y. Assistant D.A., who also serves as the legal compass for her siblings and father, and single parent to her teenage daughter Nicky; and Linda, Danny's supportive wife. Jamie is the youngest Reagan, a recent grad of Harvard Law and the family's ""golden boy."" Unable to deny the family tradition, Jamie has decided to give up a lucrative future in law and follow in the family footsteps as a cop.",2010,9,True,16,2,184,1066,11,17.09,4.52,"family, reagan, police, detective, jamie",0.08193843193843194,Positive,0,High,2,293,Very Long,2.4671632529827505,-0.8928815006670828
101,The Good Wife,Scripted,English,"Drama, Crime, Legal",Ended,60.0,60.0,2009-09-22,2016-05-08,http://www.cbs.com/shows/the_good_wife/,8.1,CBS,United States,US,"The Good Wife follows Alicia Florrick, a wife and mother who boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail. Pushing aside the betrayal and crushing public humiliation caused by her husband Peter, Alicia starts over by pursuing her original career as a defense attorney.",2009,9,True,17,3,61,388,2,30.5,5.11,"wife, alicia, public, husband, good",0.2287037037037037,Positive,0,High,2,156,Long,0.19293297550708152,1.0751371914896473
102,Boardwalk Empire,Scripted,English,"Drama, Crime",Ended,60.0,60.0,2010-09-19,2014-10-26,http://www.hbo.com/boardwalk-empire,8.4,HBO,United States,US,"As the country struggles to cope with the Great Depression and the end of Prohibition looms, Nucky Thompson looks to legitimize himself through alliances with liquor producers, while rivals Lucky Luciano and Meyer Lansky seek to consolidate their power in the wake of Arnold Rothstein's death and eliminate all competition - by any means necessary on Boardwalk Empire.",2010,9,True,16,2,58,368,1,58.0,5.28,"country, arnold, meyer, lansky, seek",0.37777777777777777,Positive,3,High,2,56,Long,0.05801688077171218,0.9445845017946158
103,Law & Order: Special Victims Unit,Scripted,English,"Drama, Crime, Legal",Running,60.0,60.0,1999-09-20,,https://www.nbc.com/law-and-order-special-victims-unit,7.9,NBC,United States,US,"In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",1999,9,False,27,3,39,262,3,13.0,5.45,"these, criminal, investigate, unit, victims",-0.1812987012987013,Negative,2,High,2,594,Very Long,-0.680461360842445,1.6844394671045753
104,Dominion,Scripted,English,"Action, Adventure, Fantasy",Ended,60.0,60.0,2014-06-19,2015-10-01,http://www.syfy.com/dominion,7.2,Syfy,United States,US,"Dominion is an epic supernatural drama set in the near future. Specifically, 25 years after ""The Extinction War,"" when an army of lower angels, assembled by the archangel Gabriel, waged war against mankind. The archangel Michael, turning against his own kind, chose to side with humanity. Rising out of the ashes of this long battle are newly fortified cities which protect human survivors. At the center of the series is the city of Vega, a glistening empire that has formed from the ruins of what was once Las Vegas.",2014,6,True,12,3,89,518,5,17.8,4.7,"against, archangel, dominion, human, ashes",0.12754820936639116,Positive,3,High,2,21,Medium,0.8095547068973765,0.421642635878267
105,From Dusk Till Dawn: The Series,Scripted,English,"Action, Crime, Horror",Ended,60.0,60.0,2014-03-11,2016-11-01,http://www.elreynetwork.com/originals/from-dusk-till-dawn-s3,6.5,El Rey Network,United States,US,"From Dusk Till Dawn: The Series, based on the thrill-ride film of the same name, is a supernatural crime saga centered around bank robber, Seth Gecko and his violent, unpredictable brother, Richard ""Richie"" Gecko, who are wanted by the FBI and Texas Rangers Earl McGraw and Freddie Gonzalez after a bank heist leaves several people dead. While on the run to Mexico, Seth and Richie encounter former pastor Jacob Fuller and his family, whom they take hostage. Using the family RV to cross the border, chaos ensues when the group detours to a strip club that is populated by vampires. They are forced to fight until dawn in order to get out alive.",2014,3,True,12,3,113,645,4,28.25,4.53,"seth, family, dawn, bank, richie",-0.12,Negative,0,Medium,1,30,Medium,1.2287497634686217,-0.033116141635162764
106,Justified,Scripted,English,"Drama, Crime, Western",Ended,60.0,60.0,2010-03-16,2015-04-14,Not Available,8.7,FX,United States,US,"Deputy U.S. Marshal Raylan Givens is something of a 19th century-style officer in modern times, whose unconventional enforcement of justice makes him a target with criminals and a problem for his superiors in the U.S. Marshals Service. As a result of an eager but ""justified"" shooting of a Miami fugitive while on assignment in Florida, Givens is reassigned to Lexington, Kentucky, in a district that includes his hometown of Harlan, a rural mining town in the east of the state.",2010,3,True,16,3,80,479,6,13.67,4.66,"givens, deputy, kentucky, shooting, miami",0.20000000000000004,Positive,2,High,2,78,Long,0.6549017690846848,0.865888549951345
107,Bob's Burgers,Animation,English,"Comedy, Family",Running,30.0,30.0,2011-01-09,,http://www.fox.com/bobs-burgers,7.9,FOX,United States,US,"The series follows Bob who runs Bob's Burgers, with the help of his wife and their three kids. Bob has big ideas about burgers, but the rest of the clan falls short on service. Despite the greasy counters and lousy location, the Belchers are determined to make every ""Grand Re-Re-Re-opening"" a success. Bob's wife, Linda, stands by her man and often does so by bursting into song. Their eldest daughter, 13-year-old Tina has a slight obsession with boys and zombies. Middle child Gene is an aspiring musician with a thirst for life. Louise is the bunny ears-wearing youngest daughter with an off-kilter sense of humor that makes her somewhat of a liability in the kitchen – and with the public.",2011,1,False,15,2,120,694,7,17.14,4.31,"daughter, burgers, wife, series, thirst",0.016666666666666666,Neutral,0,High,0,313,Very Long,-0.23578934643657037,-1.8422484346392578
108,Mulaney,Scripted,English,"Comedy, Family",Ended,30.0,30.0,2014-10-05,2015-02-15,Not Available,6.0,FOX,United States,US,"John Mulaney is a 29-year-old comedian working the stand-up circuit and looking for his big break. But life drastically changes when self-centered comedy legend and game show host Lou Cannon hires Mulaney as a writer. Lou may be John's entrée into the world of big-money show business, but he's also a total nightmare. Still, the job represents everything Mulaney thinks he wants. But does he really? And, at what cost? And what does it say about him if he quits? And what does it say about him if he stays? And has Lou had work done?",2014,10,True,12,2,96,534,9,10.67,4.08,"mulaney, does, show, john, quits",0.0,Neutral,1,Medium,1,13,Medium,-0.7026464370435717,-1.8970082636892
109,CSI: Crime Scene Investigation,Scripted,English,"Drama, Action, Crime",Ended,60.0,60.0,2000-10-06,2015-09-27,http://www.cbs.com/shows/csi/,8.1,CBS,United States,US,"CSI: Crime Scene Investigation is a drama about a team of forensic investigators trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery.",2000,10,True,26,3,35,228,1,35.0,5.46,"crime, solve, scene, scouring, pieces",-0.30000000000000004,Negative,2,High,2,337,Very Long,-0.6188446971851289,1.694692873577419
110,Gracepoint,Scripted,English,"Drama, Crime, Mystery",Ended,60.0,60.0,2014-10-02,2014-12-11,Not Available,7.5,FOX,United States,US,"When a young boy is found dead on an idyllic beach, a major police investigation gets underway in the small California seaside town where the tragedy occurred. Soon deemed a homicide, the case sparks a media frenzy, which throws the boy's family into further turmoil and upends the lives of all of the town's residents. Welcome to Gracepoint, a new 10-episode mystery event series based on ""Broadchurch,"" the U.K.'s critically acclaimed hit crime drama.",2014,10,True,12,3,74,453,5,15.2,4.64,"town, young, gracepoint, family, further",0.08110795454545455,Positive,2,High,2,10,Short,0.5653937301790737,0.6641671090582427
111,Once Upon a Time,Scripted,English,"Drama, Fantasy, Romance",Ended,60.0,60.0,2011-10-23,2018-05-18,http://abc.go.com/shows/once-upon-a-time,7.5,ABC,United States,US,"Once Upon a Time is Fairy Tale Land. It's filled with magic, monsters and all of the characters we all know from stories growing up. It's real, and so are the people in it. But unlike the ""happily ever after"" you may have heard about, their stories continued, and The Evil Queen cast a Dark Curse over the land...This is Storybrooke. It's a quiet, little New England town filled with people who go about their everyday lives with no idea who they really are. The Queen's Curse has trapped them here and placed her in near-complete control. They have no real memories and no real hope.",2011,10,True,15,3,106,584,8,13.38,4.08,"real, queen, land, filled, stories",0.04659090909090911,Neutral,3,High,2,156,Long,1.0028563265385477,0.3480412146316767
112,South Park,Animation,English,Comedy,Running,30.0,30.0,1997-08-13,,https://www.cc.com/shows/south-park,8.3,Comedy Central,United States,US,South Park is an adult comedy animation show centred around 4 children in the small town of south park. Its humour is often dark involving satirical elements and mocking current real-life events.,1997,8,False,29,1,32,195,2,16.0,5.0,"south, park, humour, real, current",-0.075,Negative,1,High,0,329,Very Long,-2.4333903232782,-0.38854766094586396
114,Survivor,Reality,English,Adventure,Running,90.0,67.0,2000-05-31,,http://www.cbs.com/shows/survivor/,7.3,CBS,United States,US,"Eighteen to twenty castaways will compete against each other on Survivor. All castaways will compete to outwit, outplay, outlast and ultimately be crowned Sole Survivor.",2000,5,False,26,1,25,169,2,12.5,5.64,"castaways, compete, survivor, eighteen, twenty",-0.041666666666666664,Neutral,0,High,2,729,Very Long,-0.5706229998418405,2.646718700565847
115,King of the Hill,Animation,English,Comedy,Running,60.0,30.0,1997-01-12,,https://www.hulu.com/series/king-of-the-hill-52b8dd8a-eff2-4ed2-9b8d-7c0039df1c53,7.6,Unknown,Unknown,Unknown,"King of the Hill follows the life of Hank Hill, his wife Peggy, their 13-year-old son Bobby, their 18-year-old niece Luanne, her husband Lucky, their newborn baby girl Gracie and his beer guzzling neighborhood buddies, Dale, Bill and Boomhauer.",1997,1,False,29,1,39,244,1,39.0,4.63,"year, hill, king, baby, bill",0.3333333333333333,Positive,0,High,2,269,Very Long,-1.6242423757704625,0.3146025107697423
116,The Mentalist,Scripted,English,"Drama, Crime, Mystery",Ended,60.0,60.0,2008-09-23,2015-02-18,Not Available,8.2,CBS,United States,US,"Patrick Jane, an independent consultant with the California Bureau of Investigation (CBI), has a remarkable track record for solving serious crimes by using his razor sharp skills of observation. Within the Bureau, Jane is notorious for his blatant lack of protocol and his semi-celebrity past as a psychic medium, whose paranormal abilities he now admits he feigned. No-nonsense Senior Agent Teresa Lisbon openly resists having Jane in her unit and alternates between reluctantly acknowledging Jane's usefulness and blasting him for his theatrics, narcissism, and dangerous lack of boundaries. Lisbon's team includes agents Kimball Cho, Wayne Rigsby and rookie member Grace Van Pelt, who all think Jane's a loose cannon but admire his charm and knack for clearing cases.",2008,9,True,18,3,118,771,4,29.5,5.16,"jane, bureau, lack, lisbon, having",-0.12613960113960113,Negative,2,High,2,151,Long,1.4569558984937556,0.17899379023380027
117,Star Wars: Rebels,Animation,English,"Action, Adventure, Science-Fiction",Ended,30.0,32.0,2014-09-29,2018-03-05,https://disneynow.com/shows/star-wars-rebels,7.9,Disney XD,United States,US,"Star Wars Rebels, set five years before the events of Star Wars: Episode IV - A New Hope, tells the story of the Rebellion's beginnings while the Empire spreads tyranny through the galaxy.",2014,9,True,12,3,33,188,1,33.0,4.55,"star, wars, story, through, tyranny",0.13636363636363635,Positive,3,High,0,69,Long,-1.654898308577797,-0.41296514385928423
118,House,Scripted,English,"Drama, Mystery, Medical",Ended,60.0,60.0,2004-11-16,2012-05-21,Not Available,8.7,FOX,United States,US,"Sink your teeth into meaty drama and intrigue with House, FOX's take on mystery, where the villain is a medical malady and the hero is an irreverent, controversial doctor who trusts no one, least of all his patients.Dr. Gregory House is a maverick physician who is devoid of bedside manner. While his behavior can border on antisocial, Dr. House thrives on the challenge of solving the medical puzzles that other doctors give up on. Together with his hand-picked team of young medical experts, he'll do whatever it takes in the race against the clock to solve the case.",2004,11,True,22,3,98,569,6,16.5,4.48,"house, medical, sink, hand, antisocial",0.015625000000000007,Neutral,2,High,2,176,Long,0.842331891253906,0.7487786697325177
120,Transparent,Scripted,English,"Drama, Comedy",Ended,60.0,28.0,2014-09-26,2019-09-27,https://www.amazon.com/dp/B017I3KWX6,7.3,Unknown,Unknown,Unknown,"In Transparent, an LA family with serious boundary issues have their past and future unravel when a dramatic admission causes everyone's secrets to spill out.",2014,9,True,12,2,25,158,1,25.0,5.04,"transparent, family, serious, boundary, issues",-0.25416666666666665,Negative,0,High,2,40,Medium,-1.4032821317080475,0.22982229370299215
122,Nikita,Scripted,English,"Drama, Action, Crime",Ended,60.0,60.0,2010-09-09,2013-12-27,Not Available,7.8,The CW,United States,US,"When she was a deeply troubled teenager, Nikita was rescued from death row by a secret U.S. agency known only as Division, who trained her as a spy and assassin. Nikita was eventually betrayed by the only people she thought she could trust. Now, after three years in hiding, Nikita is seeking retribution and making it clear to her former boss, Percy and her former friends Michael and Birkhoff that she will stop at nothing to expose and destroy their covert operation.",2010,9,True,16,3,82,470,5,16.6,4.57,"nikita, former, only, deeply, friends",-0.125,Negative,3,High,2,73,Long,0.5960653290504319,0.7184754694381094
123,Lost,Scripted,English,"Drama, Adventure, Supernatural",Ended,60.0,60.0,2004-09-22,2010-05-23,http://abc.go.com/shows/lost,8.2,ABC,United States,US,"Out of the blackness, the first thing Jack senses is pain. Then burning sun. A Bamboo forest. Smoke. Screams. With a rush comes the horrible awareness that the plane he was on tore apart in mid-air and crashed on a Pacific island. From there it's a blur, as his doctor's instinct kicks in: people need his help.Stripped of everything, the 48 survivors scavenge what they can from the plane for their survival. Some panic. Some pin their hopes on rescue. A few find inner strength they never knew they had -- like Kate, who, with no medical training, suddenly finds herself suturing the doctor's wounds. Hurley - a man with a warm sense of humor despite the desperate situation - does his best to keep his cool as he helps those around him to survive. Charlie is a faded rock star who harbors a painful secret. Sayid is a Middle Eastern man who must wrestle with the racial profiling directed at him by some of his fellow survivors. Jin and Sun are a Korean couple whose traditions, values and language are foreign, and thus causes much to get lost in the translation. Sawyer has an air of danger surrounding him, and his intense sense of mistrust for everyone around him could prove to be fatal to his fellow castaways. Michael has just gained custody of his nine-year-old son, Walt, after the death of his ex-wife - they are a father and son who don't even know each other. Locke is a mysterious man who keeps to himself, and who harbors a deeper connection to the island than any of the others. Self-centered Shannon - who actually gives herself a pedicure amid the chaos - and her estranged controlling brother, Boone , constantly bicker and must learn to get along if they are to survive. And young Claire is eight months pregnant and ill-prepared for the hardships of motherhood - especially on a deserted island.",2004,9,True,22,3,324,1818,20,16.25,4.42,"island, some, doctor, plane, fellow",-0.005072463768115946,Neutral,3,High,2,121,Long,5.404440008121835,-2.6824291805213387
124,2 Broke Girls,Scripted,English,Comedy,Ended,30.0,30.0,2011-09-19,2017-04-17,http://www.cbs.com/shows/2_broke_girls/,7.2,CBS,United States,US,"2 Broke Girls is a comedy about two young women waitressing at a greasy spoon diner who strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash. Sassy, streetwise Max Black works two jobs just to get by, one of which is waiting tables during the night shift at the retro-hip Williamsburg Diner. Sophisticated Caroline Channing is an uptown trust fund princess who's having a run of bad luck that forces her to reluctantly give waitressing a shot. At first, Max sees Caroline as yet another in a long line of inept servers she must cover for, but she's surprised to find that Caroline has as much substance as she does style.When Caroline discovers Max's knack for baking amazing cupcakes, she sees a lucrative future for them, but first they need to raise the start-up money. While they save their tips, they'll stay at the restaurant, working with Oleg, an overly flirtatious Russian cook; Earl, a 75-year-old kool-kat cashier; and Han Lee, the new, eager-to-please owner of the diner. Working together, these two broke girls living in one expensive city might just find the perfect recipe for their big break.",2011,9,True,15,1,201,1170,7,28.86,4.44,"caroline, diner, broke, raise, find",0.10366826156299842,Positive,4,High,0,138,Long,1.3298752828400333,-3.4159078459629812
125,Selfie,Scripted,English,"Comedy, Romance",Ended,30.0,30.0,2014-09-30,2014-12-30,Not Available,7.1,ABC,United States,US,"Eliza Dooley has 263,000 followers who hang on to her every post, tweet and selfie. But one lonely day, she has a revelation: being friended is not the same as having actual friends. She asks marketing guru Henry to 'rebrand' her self-obsessed reputation and teach her how to connect with people in the real world. Loosely based on My Fair Lady, Selfie explores the modern struggles of Eliza and Henry, as he tries to teach her how to live life offline - whether she 'likes' it or not.",2014,9,True,12,2,88,485,4,22.0,4.32,"eliza, henry, teach, selfie, fair",0.10660450660450661,Positive,3,High,0,13,Medium,-0.7915297839832346,-1.599235091885566
